ProductId,ProductName,Supplier,ProductCost
499,French Kiss Vanilla,Renys,2.25
500,Tea - Vanilla Chai,Marshalls,0.11
501,"Beef - Outside, Round",Meijer,1.65
502,Milk - Buttermilk,Ross Stores,2.94
503,Dasheen,Tuesday Morning,1.45
504,Chef Hat 25cm,Meijer,0.65
505,Daves Island Stinger,Family Dollar,1.62
506,Compound - Pear,Roses,4.54
507,Momiji Oroshi Chili Sauce,Fred Meyer,2.47
508,Compound - Raspberry,Meijer,1.96
509,"Nut - Almond, Blanched, Ground",Ross Stores,1.87
510,Blackberries,National Stores,1.07
511,Puree - Strawberry,Walmart,3.55
512,Gloves - Goldtouch Disposable,Renys,1.28
513,"Lamb - Whole, Frozen",Ocean State Job Lot,0.63
514,Canada Dry,T.J. Maxx,0.77
515,Tumeric,Marshalls,2.29
516,Lotus Rootlets - Canned,Walmart,0.34
517,"Turkey - Breast, Double",Bargain Hunt,1.5
518,Fruit Salad Deluxe,Five Below,0.5
519,Wine - Ej Gallo Sierra Valley,HomeSense,0.97
520,Fond - Neutral,Meijer,2.01
521,Veal - Kidney,Shopko,2.38
522,"Beets - Candy Cane, Organic",Kmart,0.63
523,Appetizer - Tarragon Chicken,Five Below,3.62
524,Garbage Bags - Black,Family Dollar,1.34
525,Horseradish Root,Ocean State Job Lot,1.5
526,Beef Ground Medium,HomeGoods,0.16
527,Water - Spring 1.5lit,Five Below,1.54
528,Cumin - Whole,Marshalls,0.52
529,Compound - Passion Fruit,Marshalls,3.19
530,"Pepper - Green, Chili",Renys,3.76
531,Soup - Campbells - Tomato,Stein Mart,0.11
532,Crab - Soft Shell,Dollar Tree,2.45
533,Wine - Red Oakridge Merlot,Marshalls,2.15
534,Pepper - Pablano,Ross Stores,0.49
535,Yams,Ollie's Bargain Outlet,0.39
536,"Crab - Back Fin Meat, Canned",HomeSense,4.06
537,Beer - Paulaner Hefeweisse,Big Lots,3.43
538,Chicken - Soup Base,Harbor Freight Tools,1.47
539,Poppy Seed,Ben Franklin,0.49
540,Table Cloth 90x90 Colour,Ross Stores,0.09
541,Pork - Backfat,Big Lots,1.93
542,"Squash - Pattypan, Yellow",Gordmans,1.1
543,"Beef - Baby, Liver",Stein Mart,0.07
544,Roe - White Fish,Gordmans,0.08
545,Cheese - Sheep Milk,Harbor Freight Tools,0.3
546,"Sauce - White, Mix",Meijer,1.73
547,Praline Paste,Costco,0.67
548,Wine - Zinfandel Rosenblum,Fred's,5.41
549,Muffin Carrot - Individual,Five Below,0.26
550,Chocolate Bar - Coffee Crisp,Family Dollar,3.46
551,Cleaner - Bleach,Costco,0.26
552,Cheese - Comte,Renys,2.01
553,Fruit Mix - Light,T.J. Maxx,0.6
554,"Pasta - Gnocchi, Potato",Five Below,2.41
555,"Veal - Tenderloin, Untrimmed",Ollie's Bargain Outlet,1.61
556,Pie Filling - Pumpkin,Burlington Coat Factory,2.72
557,Sorrel - Fresh,Ben Franklin,2.65
558,Eggplant - Baby,Ocean State Job Lot,3.26
559,Pork - Side Ribs,Ollie's Bargain Outlet,0.91
560,Wine - Marlbourough Sauv Blanc,Ross Stores,1.47
561,Pepper - Sorrano,Walmart,1.54
562,Liners - Baking Cups,Gabe's,0.56
563,Coffee - French Vanilla Frothy,Bi-Mart,5.95
564,"Water - Mineral, Carbonated",Costco,5.15
565,Cup Translucent 9 Oz,National Stores,1.32
566,Mini - Vol Au Vents,Burlington Coat Factory,1.91
567,Raspberries - Fresh,Ben Franklin,0.96
568,Parsley - Dried,Tuesday Morning,6.05
569,"Cake Circle, Paprus",Big Lots,0.14
570,"Sauce - Gravy, Au Jus, Mix",T.J. Maxx,2.52
571,Juice - Orangina,Shopko,1.75
572,Chinese Foods - Plain Fried Rice,Costco,2.71
573,Mangoes,HomeSense,2.42
574,Smoked Paprika,Kmart,2.27
575,Cookies - Assorted,Burlington Coat Factory,1.75
576,Vanilla Beans,Dd's Discounts,0.97
577,Jack Daniels,Ben Franklin,2.38
578,Cocoa Powder - Natural,Harbor Freight Tools,0.99
579,Appetizer - Mango Chevre,Gabe's,1.08
580,"Veal - Inside Round / Top, Lean",Fred's,0.76
581,Island Oasis - Lemonade,Dd's Discounts,0.19
582,Kumquat,HomeSense,4.08
583,Smoked Paprika,Shopko,1.08
584,"Doilies - 12, Paper",HomeGoods,0.04
585,Shopper Bag - S - 4,Fred's,2.1
586,"Sugar - Sweet N Low, Individual",Bargain Hunt,4.03
587,Shiratamako - Rice Flour,Marshalls,2.33
588,Wine - Tio Pepe Sherry Fino,Tuesday Morning,3.93
589,"Chicken - Thigh, Bone In",Big Lots,0.14
590,Wine - Wyndham Estate Bin 777,Bi-Mart,0.03
591,Muffin Orange Individual,Burlington Coat Factory,3.99
592,Vol Au Vents,Dollar Tree,0.98
593,Ice Cream - Strawberry,Roses,2.18
594,"Appetizer - Mini Egg Roll, Shrimp",Dd's Discounts,1.76
595,Chicken - Wieners,Walmart,1.67
596,Breadfruit,Ben Franklin,0.55
597,Foam Dinner Plate,Bargain Hunt,1.34
598,Lobak,Ocean State Job Lot,1.33
599,Sauce - Salsa,Renys,2.23
600,Nantucket Orange Juice,Costco,0.24
601,Remy Red,Renys,0.43
602,Jameson Irish Whiskey,Shopko,2.42
603,Sugar - White Packet,Ollie's Bargain Outlet,1.98
604,Nut - Pumpkin Seeds,Renys,1.34
605,"Beans - Black Bean, Dry",Shopko,0.92
606,Pork - Shoulder,Family Dollar,2.1
607,"Soup - Campbells, Beef Barley",Costco,0.54
608,"Loaf Pan - 2 Lb, Foil",Five Below,0.56
609,Spice - Montreal Steak Spice,Gordmans,3.48
610,Sherry - Dry,Dollar General,0.23
611,Pie Shell - 5,Tuesday Morning,1.66
612,"Cake Circle, Paprus",Fred Meyer,0.48
613,Oil - Olive,Fred's,0.65
614,"Vodka - Lemon, Absolut",Fred's,1.75
615,Bread - Italian Sesame Poly,Renys,6.86
616,Sole - Iqf,Dollar Tree,0.13
617,Cup Translucent 9 Oz,Kmart,0.52
618,"Soup - Knorr, Classic Can. Chili",Shopko,2.9
619,"Wine - Red, Mouton Cadet",Gordmans,4.73
620,"Bread - Multigrain, Loaf",Dollar General,0.22
621,Tuna - Sushi Grade,Costco,3.48
622,Truffle Paste,Renys,0.56
623,"Pasta - Fettuccine, Dry",Dollar Tree,0.82
624,Clams - Canned,Fred Meyer,2.34
625,Fireball Whisky,Family Dollar,0.39
626,Sugar - Icing,Fred Meyer,1.26
627,Cheese - Brie,Gabe's,0.83
628,Chicken Breast Halal,Kmart,2.39
629,Beef - Tenderloin Tails,Meijer,2.25
630,Eggroll,Family Dollar,2.38
631,Duck - Legs,Walmart,2.69
632,Oil - Margarine,HomeSense,0.37
633,Pasta - Agnolotti - Butternut,Meijer,0.15
634,Bols Melon Liqueur,Stein Mart,1.55
635,Cheese - Comtomme,Target,0.69
636,"Coconut - Shredded, Unsweet",Dd's Discounts,0.94
637,Assorted Desserts,Bi-Mart,3.03
638,Muffin - Banana Nut Individual,Target,2.49
639,"Pork - Sausage, Medium",Roses,1.66
640,Cabbage - Red,Stein Mart,0.17
641,Fruit Mix - Light,HomeGoods,3.14
642,Bread - Pita,Harbor Freight Tools,1.45
643,Mushroom Morel Fresh,Stein Mart,3.24
644,Five Alive Citrus,HomeGoods,1.59
645,Muffin - Banana Nut Individual,Roses,1.43
646,Fenngreek Seed,Dollar General,2.43
647,Vanilla Beans,T.J. Maxx,0.12
648,"Veal - Tenderloin, Untrimmed",Marshalls,0.23
649,"Sparkling Wine - Rose, Freixenet",Ross Stores,3.36
650,Tuna - Salad Premix,Fred's,0.49
651,"Beans - Long, Chinese",Big Lots,1.02
652,Sunflower Seed Raw,Walmart,2.1
653,Napkin Colour,HomeSense,0.93
654,"Pasta - Lasagne, Fresh",Big Lots,1.19
655,"Pasta - Rotini, Colour, Dry",HomeSense,0.11
656,Cake Slab,BJ's Wholesale Club,0.96
657,"Wine - White, Mosel Gold",Fred's,2.35
658,Wine - Carmenere Casillero Del,Walmart,1.19
659,Chocolate - Compound Coating,Ben Franklin,0.6
660,Cake - Bande Of Fruit,BJ's Wholesale Club,0.56
661,"Beef - Rib Roast, Capless",HomeGoods,2.42
662,Bread - Bistro White,Shopko,0.2
663,Raspberries - Frozen,Dd's Discounts,2.57
664,Cheese - Goat,Roses,1.16
665,Tart - Pecan Butter Squares,Dd's Discounts,1.96
666,Pectin,National Stores,4.28
667,Beef - Top Butt Aaa,Five Below,5.04
668,Swiss Chard - Red,BJ's Wholesale Club,0.38
669,Scrubbie - Scotchbrite Hand Pad,Ross Stores,1.81
670,Sauce - Vodka Blush,Tuesday Morning,7.37
671,"Pasta - Linguini, Dry",HomeGoods,0.02
672,Urban Zen Drinks,Stein Mart,1.64
673,Beef - Tenderloin Tails,National Stores,2.25
674,"Oil - Olive, Extra Virgin",Gabe's,1.13
675,Goulash Seasoning,Meijer,4.85
676,"Syrup - Monin, Amaretta",Five Below,2.83
677,"Tart Shells - Sweet, 2",Dollar General,2.43
678,Soho Lychee Liqueur,Fred's,3.28
679,Cheese - Le Cheve Noir,Meijer,2.14
680,Bagel - Whole White Sesame,HomeGoods,0.37
681,Bread - Pumpernickel,Dd's Discounts,3.69
682,"Chocolate - Milk, Callets",Gordmans,2.55
683,Yoplait - Strawbrasp Peac,Ollie's Bargain Outlet,0.95
684,Nut - Pumpkin Seeds,HomeGoods,0.5
685,Muffin Puck Ww Carrot,Dollar Tree,1.34
686,Lettuce - Romaine,Shopko,0.4
687,Cheese - Ermite Bleu,BJ's Wholesale Club,0.19
688,Breakfast Quesadillas,Harbor Freight Tools,0.88
689,Kahlua,T.J. Maxx,0.5
690,Bread - Pain Au Liat X12,Ocean State Job Lot,1.08
691,Wine - Bouchard La Vignee Pinot,HomeSense,0.12
692,Juice - Lemon,Renys,2.67
693,"Wine - White, Colubia Cresh",BJ's Wholesale Club,0.61
694,Ecolab - Solid Fusion,Stein Mart,1.51
695,Mayonnaise,Ben Franklin,0.51
696,Sauce - Vodka Blush,Fred Meyer,1.3
697,Wine - German Riesling,Shopko,0.41
698,Trueblue - Blueberry,Meijer,2.12
699,Hand Towel,Tuesday Morning,1.93
700,Lid Tray - 12in Dome,Bi-Mart,2.13
701,Water Chestnut - Canned,Gabe's,0.46
702,Container Clear 8 Oz,Tuesday Morning,1.86
703,Wine La Vielle Ferme Cote Du,Meijer,1.46
704,Sunflower Seed Raw,Dollar General,0.69
705,Tray - 12in Rnd Blk,Bi-Mart,2.1
706,Sugar - White Packet,Burlington Coat Factory,0.55
707,Wine - Savigny - Les - Beaune,Target,0.15
708,Sauce - Oyster,HomeGoods,3.33
709,"Flour - Buckwheat, Dark",Costco,0.15
710,Wine - Stoneliegh Sauvignon,Burlington Coat Factory,0.66
711,Island Oasis - Lemonade,Meijer,4.8
712,Daves Island Stinger,Walmart,4.93
713,Glass Clear 7 Oz Xl,Ocean State Job Lot,1.39
714,Melon - Cantaloupe,Dd's Discounts,1.57
715,Cookie - Oatmeal,Shopko,0.97
716,Squash - Butternut,T.J. Maxx,4.82
717,Pants Custom Dry Clean,HomeGoods,1.91
718,"Beef - Tongue, Fresh",Dollar General,6.06
719,Yukon Jack,Gordmans,0.93
720,Tequila - Sauza Silver,National Stores,1.81
721,Tea - Grapefruit Green Tea,Fred's,3.91
722,Pork - Ground,Shopko,3.01
723,Table Cloth 62x120 Colour,Tuesday Morning,3.12
724,Cheese - Grana Padano,Harbor Freight Tools,0.35
725,Sambuca - Opal Nera,Roses,3.33
726,Tart - Lemon,Renys,3.77
727,Soup - Campbells Chili Veg,Walmart,1.59
728,Foil Wrap,Ollie's Bargain Outlet,0.74
729,Soup Campbells - Italian Wedding,HomeGoods,2.98
730,Lettuce - Red Leaf,Tuesday Morning,0.68
731,Cheese - St. Andre,Burlington Coat Factory,0.54
732,Cheese - Cambozola,Shopko,2.12
733,Stainless Steel Cleaner Vision,Big Lots,1.52
734,Longos - Chicken Caeser Salad,Ben Franklin,0.06
735,Cloves - Ground,Dollar Tree,0.09
736,"Water, Tap",Meijer,1.28
737,"Quail - Whole, Bone - In",Fred's,0.86
738,Sherry - Dry,Family Dollar,0.97
739,"Bread - Roll, Soft White Round",Stein Mart,1.3
740,Oil - Sunflower,Roses,1.18
741,Chicken - Whole Roasting,Ben Franklin,0.98
742,Steam Pan - Half Size Deep,Gabe's,1.5
743,Galliano,HomeSense,1.11
744,Rabbit - Whole,Meijer,2.15
745,Rice - Aborio,Big Lots,0.88
746,The Pop Shoppe - Grape,Dollar Tree,1.91
747,Chips Potato Salt Vinegar 43g,Burlington Coat Factory,7.79
748,Radish - Pickled,Dollar Tree,4.95
749,Rice - Long Grain,Ross Stores,3.94
750,Sausage - Andouille,HomeGoods,2.11
751,Mortadella,Ben Franklin,2.93
752,Kellogs Special K Cereal,HomeGoods,0.81
753,Strawberries - California,National Stores,0.42
754,Pail With Metal Handle 16l White,Fred Meyer,1.64
755,Leeks - Large,Harbor Freight Tools,2.38
756,Trout Rainbow Whole,Shopko,2.01
757,Toothpick Frilled,Meijer,3.21
758,Onion - Dried,Fred's,0.32
759,Quail - Jumbo,Marshalls,0.27
760,"Pork - Bacon, Sliced",T.J. Maxx,2.58
761,Tomatoes - Cherry,Five Below,0.67
762,"Beef - Baby, Liver",Fred's,1.88
763,Chicken - Soup Base,HomeGoods,0.23
764,Rice Paper,National Stores,1.29
765,Soup - Chicken And Wild Rice,HomeSense,0.18
766,Rum - Mount Gay Eclipes,BJ's Wholesale Club,2.08
767,Bread - Dark Rye,Shopko,2.98
768,Energy - Boo - Koo,Stein Mart,0.36
769,Beer - Labatt Blue,BJ's Wholesale Club,4.11
770,Sage - Rubbed,Meijer,1.52
771,Wine - Chateauneuf Du Pape,Dollar Tree,0.27
772,"Veal - Tenderloin, Untrimmed",National Stores,3.72
773,Sprouts - Peppercress,Ben Franklin,1.84
774,Lid - 16 Oz And 32 Oz,Shopko,1.37
775,Bandage - Flexible Neon,National Stores,1.06
776,The Pop Shoppe - Root Beer,Ben Franklin,1.59
777,Lettuce - Escarole,Marshalls,2.7
778,"Shrimp - 16 - 20 Cooked, Peeled",Big Lots,4.84
779,"Croissant, Raw - Mini",Kmart,2.3
780,"Lobster - Tail, 3 - 4 Oz",Stein Mart,0.96
781,"Wine - White, Pelee Island",Ollie's Bargain Outlet,1.28
782,"Chicken - Base, Ultimate",Stein Mart,2.4
783,Bandage - Fexible 1x3,Shopko,3.34
784,"Squash - Pattypan, Yellow",T.J. Maxx,0.17
785,Magnotta - Bel Paese White,Dollar General,2.28
786,Dragon Fruit,Bargain Hunt,0.09
787,"Pepper - Chillies, Crushed",Kmart,0.78
788,Tomatoes - Roma,Family Dollar,1.16
789,Bread - Assorted Rolls,Renys,1.63
790,Beans - Wax,Target,1.89
791,Pepper - Sorrano,Fred's,0.49
792,Dr. Pepper - 355ml,Dollar Tree,5.49
793,Beef Flat Iron Steak,Dollar General,0.52
794,Trout - Smoked,National Stores,0.57
795,Appetizer - Mango Chevre,Gordmans,3.29
796,Bagel - Whole White Sesame,Big Lots,2.24
797,"Turkey - Whole, Fresh",Ross Stores,0.35
798,Soupfoamcont12oz 112con,Dd's Discounts,4.1
799,Chervil - Fresh,Gabe's,1.92
800,Pea - Snow,Meijer,2.67
801,Bread - Granary Small Pull,Marshalls,2.66
802,Oxtail - Cut,Fred Meyer,0.98
803,"Tortillas - Flour, 12",Marshalls,3.18
804,Rice Paper,Costco,1.04
805,Chocolate - Liqueur Cups With Foil,Shopko,8.39
806,Guinea Fowl,Harbor Freight Tools,2.55
807,Soup - Campbells Asian Noodle,Target,1.04
808,Lettuce - Boston Bib,Ben Franklin,2.96
809,Samosa - Veg,Walmart,0.92
810,Cheese - Grie Des Champ,Tuesday Morning,0.44
811,Rice Paper,Marshalls,2.2
812,Spice - Greek 1 Step,Dd's Discounts,0.13
813,Oranges,Gordmans,1.55
814,Salmon Steak - Cohoe 6 Oz,Bargain Hunt,2.07
815,Beans - Wax,Family Dollar,0.69
816,Lettuce - Frisee,Gordmans,2.45
817,Tea - Green,Dollar Tree,0.1
818,Pepper - Cubanelle,Renys,2.14
819,Dome Lid Clear P92008h,Ollie's Bargain Outlet,0.79
820,"Beef - Rib Roast, Capless",T.J. Maxx,3.7
821,"Pasta - Fettuccine, Egg, Fresh",Renys,1.47
822,Pastry - Baked Cinnamon Stick,Tuesday Morning,1.1
823,"Wine - Red, Metus Rose",Ben Franklin,4
824,Toamtoes 6x7 Select,Family Dollar,1.06
825,Beans - Fava Fresh,Burlington Coat Factory,1.45
826,Towel Dispenser,T.J. Maxx,3.61
827,"Flour - Bran, Red",Ocean State Job Lot,1.08
828,"Pepper - Black, Whole",Gordmans,3.82
829,Pie Shell - 9,National Stores,2.24
830,Piping - Bags Quizna,Ocean State Job Lot,2.23
831,Kohlrabi,Stein Mart,1.43
832,Squid - Tubes / Tenticles 10/20,National Stores,5.19
833,Bread Base - Gold Formel,Bi-Mart,1.63
834,Hot Chocolate - Individual,National Stores,0.08
835,Plaintain,National Stores,0.72
836,Chinese Foods - Chicken,T.J. Maxx,0.54
837,Bag Clear 10 Lb,Tuesday Morning,1.37
838,Wine - Alsace Gewurztraminer,BJ's Wholesale Club,1.3
839,"Mushroom - Enoki, Fresh",Bi-Mart,1.24
840,Soup - Campbells Tomato Ravioli,BJ's Wholesale Club,0.32
841,Toothpick Frilled,Gabe's,2.01
842,Onions - Cooking,Family Dollar,5.95
843,"Wine - Magnotta, Merlot Sr Vqa",Ross Stores,3.84
844,The Pop Shoppe Pinapple,National Stores,2.55
845,Papadam,Meijer,8.53
846,Calypso - Pineapple Passion,Fred's,5.26
847,Remy Red Berry Infusion,Meijer,2.1
848,Sausage - Meat,T.J. Maxx,1.91
849,Beer - Upper Canada Light,Dollar Tree,1.35
850,Wine - Prosecco Valdobienne,Marshalls,0.27
851,Anchovy In Oil,Kmart,4.96
852,Latex Rubber Gloves Size 9,Shopko,6.26
853,Wine - Pinot Noir Mondavi Coastal,Costco,1.53
854,Beef - Striploin Aa,Fred's,0.84
855,Cream Of Tartar,Stein Mart,1.61
856,"Spoon - Soup, Plastic",Dd's Discounts,2.58
857,"Wine - Red, Pelee Island Merlot",HomeGoods,2.23
858,Chicken Breast Halal,Kmart,0.28
859,Tea - Decaf 1 Cup,Stein Mart,0.34
860,Veal - Inside,Fred Meyer,1.52
861,"Soup - Knorr, Classic Can. Chili",Marshalls,1.26
862,Lemonade - Pineapple Passion,Bargain Hunt,1.1
863,Corn - Mini,BJ's Wholesale Club,5.8
864,Pecan Raisin - Tarts,Tuesday Morning,4.56
865,"Coconut - Creamed, Pure",National Stores,0.3
866,"Lamb - Whole, Fresh",Fred Meyer,1.7
867,Orange Roughy 6/8 Oz,Roses,1.86
868,Nantucket Cranberry Juice,Dd's Discounts,1.18
869,Yukon Jack,Kmart,2.69
870,Wine - Fat Bastard Merlot,Kmart,0.53
871,"Tomatoes - Cherry, Yellow",Dollar General,1.23
872,Soup - Campbells Mac N Cheese,Tuesday Morning,1.55
873,Salt And Pepper Mix - Black,Dollar General,2.25
874,Muffin - Banana Nut Individual,Bargain Hunt,2.76
875,Muffin Mix - Blueberry,Costco,0.6
876,Ham - Cooked Bayonne Tinned,Ocean State Job Lot,2.07
877,Puff Pastry - Slab,Family Dollar,0.9
878,Appetiser - Bought,Ben Franklin,3.07
879,Wine - Masi Valpolocell,Harbor Freight Tools,2.51
880,"Tart Shells - Sweet, 3",Ollie's Bargain Outlet,3.15
881,Pastry - Baked Scones - Mini,Gabe's,1.77
882,Olives - Stuffed,Dollar Tree,1.27
883,Tea - Herbal Sweet Dreams,Target,4.21
884,Beer - Sleeman Fine Porter,Dollar Tree,1.02
885,Broom - Corn,Harbor Freight Tools,12.09
886,Leeks - Large,Target,0.71
887,Pheasants - Whole,HomeSense,0.95
888,Oil - Avocado,HomeSense,0.91
889,"Tea - Darjeeling, Azzura",Marshalls,2.32
890,"Wine - Red, Concha Y Toro",Burlington Coat Factory,0.62
891,"Soup - Campbells, Minestrone",Ben Franklin,5.91
892,Muffin Hinge - 211n,Stein Mart,0.23
893,Cherries - Frozen,Fred Meyer,0.68
894,"Soup - Knorr, Ministrone",Bi-Mart,0.37
895,"Wine - Red, Antinori Santa",Gordmans,0.02
896,Gatorade - Lemon Lime,Shopko,1.82
897,"Lamb - Whole, Fresh",Dollar Tree,2.94
898,"Bread - Pumpernickle, Rounds",Marshalls,0.36
899,Relish,BJ's Wholesale Club,0.62
900,Chives - Fresh,Five Below,2.89
901,Oil - Olive,Shopko,1.98
902,Veal - Heart,Bargain Hunt,1.83
903,Water - Aquafina Vitamin,Five Below,0.07
904,"Lemonade - Strawberry, 591 Ml",Harbor Freight Tools,0.58
905,Sour Puss Sour Apple,Dollar Tree,0.93
906,Macaroons - Homestyle Two Bit,Dollar General,0.71
907,Mix - Cocktail Ice Cream,Dd's Discounts,3.3
908,"Pasta - Lasagne, Fresh",Family Dollar,1.16
909,"Oranges - Navel, 72",Bi-Mart,1.88
910,Wine - Rhine Riesling Wolf Blass,Roses,2.57
911,Sugar - Palm,Stein Mart,0.67
912,Coffee - Hazelnut Cream,Bargain Hunt,0.18
913,Persimmons,Dollar General,4.22
914,Sprouts - Bean,Stein Mart,0.13
915,Fondant - Icing,Walmart,0.21
916,"Pepper - Black, Ground",Gabe's,2.84
917,Flavouring - Orange,Kmart,1.89
918,"Wine - White, Riesling, Semi - Dry",Stein Mart,1.35
919,Sea Bass - Fillets,Shopko,1.46
920,Sun - Dried Tomatoes,Ocean State Job Lot,2.07
921,Parasol Pick Stir Stick,Gordmans,3.53
922,Beer - Tetleys,Costco,0.45
923,Bread - Raisin,T.J. Maxx,2.95
924,Truffle - Peelings,BJ's Wholesale Club,2.06
925,"Wine - White, Riesling, Henry Of",Harbor Freight Tools,2.93
926,Ecolab - Hobart Upr Prewash Arm,Dollar Tree,1.56
927,"Tomatoes - Diced, Canned",Dollar Tree,1.64
928,Cake - Pancake,Ocean State Job Lot,2.83
929,Fenngreek Seed,Marshalls,1.73
930,Wine - Rhine Riesling Wolf Blass,Kmart,2.45
931,Pears - Anjou,Ollie's Bargain Outlet,2.79
932,Milk - 1%,Ollie's Bargain Outlet,1.12
933,Soup - French Can Pea,Fred's,1.07
934,V8 Splash Strawberry Banana,Fred Meyer,1.94
935,Tobasco Sauce,Fred's,0.79
936,Breakfast Quesadillas,Walmart,0.45
937,Puree - Raspberry,Dd's Discounts,2.09
938,"Veal - Shank, Pieces",Tuesday Morning,0.86
939,Cookies Cereal Nut,Bargain Hunt,1.82
940,Soup Campbells - Tomato Bisque,Marshalls,2.77
941,Ham - Procutinni,Tuesday Morning,3.74
942,Bandage - Fexible 1x3,Ocean State Job Lot,2.01
943,Cake - Pancake,Tuesday Morning,1.76
944,Puff Pastry - Sheets,Roses,2.58
945,Lettuce - Treviso,Bi-Mart,0.89
946,Muffin - Banana Nut Individual,Dollar General,1.19
947,Beer - Tetleys,Renys,1.91
948,Cheese - Parmigiano Reggiano,Bi-Mart,0.75
949,Extract - Lemon,HomeSense,2.76
950,Muffin Mix - Oatmeal,Big Lots,3.96
951,Wine - Savigny - Les - Beaune,T.J. Maxx,1.44
952,"Pepper - Black, Ground",BJ's Wholesale Club,0.14
953,Cheese - Cream Cheese,Target,0.61
954,Nacho Chips,Dollar Tree,2.03
955,Peppercorns - Green,BJ's Wholesale Club,0.94
956,Chicken - Whole,Dollar General,1.47
957,"Lamb - Pieces, Diced",Family Dollar,2.44
958,"Cup - 3.5oz, Foam",Roses,0.7
959,Chef Hat 25cm,Dollar General,2.04
960,Pineapple - Golden,HomeSense,2.18
961,Petite Baguette,Gabe's,0.74
962,Rice - Aborio,Gabe's,1.2
963,Beer - True North Strong Ale,Stein Mart,1.73
964,Chicken Thigh - Bone Out,Fred's,2.11
965,Ginger - Ground,Burlington Coat Factory,0.09
966,"Capon - Breast, Wing On",Gordmans,3.12
967,Wine - Magnotta - Belpaese,T.J. Maxx,1.94
968,Longos - Chicken Curried,Shopko,1.26
969,Spice - Paprika,Walmart,1.7
970,Tamarillo,Costco,1.54
971,Cakes Assorted,Family Dollar,0.68
972,Brandy - Bar,Fred's,0.91
973,"Sauce - Black Current, Dry Mix",Shopko,0.91
974,Muffin Orange Individual,Roses,0.68
975,The Pop Shoppe - Grape,Target,4.45
976,"Soup - Campbells, Creamy",Walmart,7.79
977,Sole - Fillet,Dollar General,1.25
978,Banana Turning,Target,3.55
979,"Beans - Turtle, Black, Dry",Walmart,0.27
980,Cup - Translucent 7 Oz Clear,Family Dollar,1.25
981,Tofu - Firm,T.J. Maxx,1.07
982,Bread - Mini Hamburger Bun,Five Below,1.34
983,Flour - Pastry,Target,4.07
984,Cabbage - Red,Target,1.25
985,Chinese Foods - Plain Fried Rice,Dollar Tree,1.53
986,"Wine - Red, Marechal Foch",Ollie's Bargain Outlet,1.09
987,Salmon - Fillets,T.J. Maxx,1.67
988,Wine - Manischewitz Concord,Ben Franklin,0.02
989,Ecolab Crystal Fusion,National Stores,2.12
990,Coffee - Decafenated,Bi-Mart,1.23
991,"Seedlings - Buckwheat, Organic",Roses,1.09
992,Bok Choy - Baby,Tuesday Morning,2.71
993,Turkey - Ground. Lean,Walmart,1.43
994,"Basil - Dry, Rubbed",Gabe's,1.04
995,Wine - Pinot Noir Stoneleigh,Kmart,4.17
996,Okra,Walmart,0.99
997,Pork - Smoked Back Bacon,T.J. Maxx,1.45
998,Flounder - Fresh,Burlington Coat Factory,1.8
999,Bread - Wheat Baguette,Tuesday Morning,0.41
1000,"Soup - Knorr, French Onion",Big Lots,4.42
NA,NA,NA,NA